year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2009,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2010,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2011,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2012,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2013,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2014,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2015,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2016,5,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2017,5,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2018,5,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2000,5,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2001,5,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2002,5,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2003,5,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2004,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2005,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2006,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2007,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2008,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2009,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2010,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2011,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2012,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2013,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2014,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2015,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2016,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2017,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2018,5,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2000,5,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2001,5,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2002,5,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2003,5,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2004,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2005,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2006,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2007,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2008,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2009,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2010,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2011,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2012,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2013,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2014,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2015,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2016,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2017,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2018,5,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2000,5,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2001,5,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2002,5,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2003,5,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2004,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2005,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2006,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2007,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2008,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2009,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2010,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2011,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2012,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2013,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2014,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2015,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2016,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2017,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2018,5,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2000,5,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2001,5,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2002,5,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2003,5,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2004,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2005,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2006,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2007,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2008,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2009,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2010,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2011,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2012,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2013,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2014,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2015,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2016,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2017,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2018,5,Uria aalge,Common Murre,LC,0,0,1,1,1
2000,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2001,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2002,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2003,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2004,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2005,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2006,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2007,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2008,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2009,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2010,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2011,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2012,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2013,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2014,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2015,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2016,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2017,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2018,5,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2000,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2001,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2002,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2003,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2004,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2005,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2006,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2007,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2008,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2009,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2010,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2011,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2012,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2013,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2014,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2015,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2016,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2017,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2018,5,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2000,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2001,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2002,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2003,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2004,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2005,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2006,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2007,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2008,5,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2009,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2010,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2011,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2012,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2013,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2014,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2015,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2016,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2017,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2018,5,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2000,5,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2001,5,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2002,5,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2003,5,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2004,5,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2005,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2006,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2007,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2008,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2010,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2011,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2012,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2013,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2014,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2015,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2016,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2017,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2018,5,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2010,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2012,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2013,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2014,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2015,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2016,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2017,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2018,5,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2012,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2013,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2014,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2015,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2016,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2017,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2018,5,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2011,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2012,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2013,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2014,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2015,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2016,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2017,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2018,5,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2000,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2001,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2002,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2003,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2004,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2005,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2006,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2007,5,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2008,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2009,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2010,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2011,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2012,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2013,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2014,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2015,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2016,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2017,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2018,5,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2000,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2001,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2002,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2003,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2004,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2005,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2006,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2007,5,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2008,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2009,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2010,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2011,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2012,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2013,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2014,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2015,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2016,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2017,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2018,5,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2000,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2001,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2002,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2003,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2004,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2005,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2006,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2007,5,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2008,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2009,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2010,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2011,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2012,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2013,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2014,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2015,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2016,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2017,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2018,5,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2000,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2001,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2002,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2003,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2004,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2005,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2006,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2007,5,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2008,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2009,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2010,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2011,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2012,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2013,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2014,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2015,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2016,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2017,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2018,5,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2000,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2001,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2002,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2003,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2004,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2005,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2006,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2007,5,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2008,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2009,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2010,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2011,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2012,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2013,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2014,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2015,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2016,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2017,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2018,5,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2000,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2001,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2002,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2003,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2004,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2005,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2006,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2007,5,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2008,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2009,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2010,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2011,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2012,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2013,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2015,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2016,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2017,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2018,5,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,5,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2015,5,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2016,5,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2017,5,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2018,5,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2014,6,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,6,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2016,6,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2017,6,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2018,6,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,6,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2016,6,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2017,6,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2018,6,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2000,6,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2001,6,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2002,6,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2003,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2004,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2005,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2006,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2007,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2008,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2009,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2010,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2011,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2012,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2013,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2014,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2015,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2016,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2017,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2018,6,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2000,6,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2001,6,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2002,6,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2003,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2004,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2005,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2006,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2007,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2008,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2009,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2011,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2012,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2013,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2014,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2015,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2016,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2017,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2018,6,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2011,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2012,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2013,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2014,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2016,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2017,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2018,6,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,6,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2016,6,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2017,6,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2018,6,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2014,6,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,6,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2016,6,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2017,6,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2018,6,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,6,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2016,6,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2017,6,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
